scenario,instance,algorithm,ip_profit,algorithm_profit,profit_gap,optimal_gap_pct,moving_time,execution_time,ip_execution_time
S1,S1_inst_07.txt,algo_union_170,1677512.0,1677512.0,0.0,0.0,7380,0.155956,6.173
S1,S1_inst_08.txt,algo_naive,1870181.0,1870181.0,0.0,0.0,7200,0.024086,6.988
S1,S1_inst_08.txt,algo1,1870181.0,1870181.0,0.0,0.0,7200,0.023031,6.988
S1,S1_inst_08.txt,algo2,1870181.0,1870181.0,0.0,0.0,8820,0.503507,6.988
S1,S1_inst_08.txt,algo3,1870181.0,1870181.0,0.0,0.0,7200,10.013007,6.988
S1,S1_inst_08.txt,algo4,1870181.0,1870181.0,0.0,0.0,7200,0.044952,6.988
S1,S1_inst_08.txt,algo5,1870181.0,1870181.0,0.0,0.0,8010,0.069559,6.988
S1,S1_inst_08.txt,algo_union,1870181.0,1870181.0,0.0,0.0,7200,0.137753,6.988
S1,S1_inst_08.txt,algo_union_170,1870181.0,1870181.0,0.0,0.0,7200,0.141942,6.988
S1,S1_inst_09.txt,algo_naive,1888696.0,1888696.0,0.0,0.0,7560,0.024531,7.110
S1,S1_inst_09.txt,algo1,1888696.0,1888696.0,0.0,0.0,7470,0.026297,7.110
S1,S1_inst_09.txt,algo2,1888696.0,1888696.0,0.0,0.0,8820,0.602530,7.110
S1,S1_inst_09.txt,algo3,1888696.0,1888696.0,0.0,0.0,7470,10.014756,7.110
S1,S1_inst_09.txt,algo4,1888696.0,1888696.0,0.0,0.0,7470,9.977611,7.110
S1,S1_inst_09.txt,algo5,1888696.0,1888696.0,0.0,0.0,8010,0.162095,7.110
S1,S1_inst_09.txt,algo_union,1888696.0,1888696.0,0.0,0.0,7470,9.961547,7.110
S1,S1_inst_09.txt,algo_union_170,1888696.0,1888696.0,0.0,0.0,7470,19.117292,7.110
S1,S1_inst_10.txt,algo_naive,2100577.0,2100577.0,0.0,0.0,7740,0.024671,5.749
S1,S1_inst_10.txt,algo1,2100577.0,2100577.0,0.0,0.0,7380,0.036509,5.749
S1,S1_inst_10.txt,algo2,2100577.0,2100577.0,0.0,0.0,8910,0.607343,5.749
S1,S1_inst_10.txt,algo3,2100577.0,2100577.0,0.0,0.0,7380,10.015484,5.749
S1,S1_inst_10.txt,algo4,2100577.0,2100577.0,0.0,0.0,7380,9.965115,5.749
S1,S1_inst_10.txt,algo5,2100577.0,2100577.0,0.0,0.0,8460,0.089776,5.749
S1,S1_inst_10.txt,algo_union,2100577.0,2100577.0,0.0,0.0,7380,9.963659,5.749
S1,S1_inst_10.txt,algo_union_170,2100577.0,2100577.0,0.0,0.0,7380,20.539896,5.749
S1,S1_inst_11.txt,algo_naive,2404882.0,2404882.0,0.0,0.0,7560,0.024600,7.614
S1,S1_inst_11.txt,algo1,2404882.0,2404882.0,0.0,0.0,7470,0.022251,7.614
S1,S1_inst_11.txt,algo2,2404882.0,2404882.0,0.0,0.0,8910,0.554598,7.614
S1,S1_inst_11.txt,algo3,2404882.0,2404882.0,0.0,0.0,7470,10.013290,7.614
S1,S1_inst_11.txt,algo4,2404882.0,2404882.0,0.0,0.0,7470,0.035479,7.614
S1,S1_inst_11.txt,algo5,2404882.0,2404882.0,0.0,0.0,8730,0.080362,7.614
S1,S1_inst_11.txt,algo_union,2404882.0,2404882.0,0.0,0.0,7470,0.143790,7.614
S1,S1_inst_11.txt,algo_union_170,2404882.0,2404882.0,0.0,0.0,7470,0.183945,7.614
S1,S1_inst_12.txt,algo_naive,1646450.0,1646450.0,0.0,0.0,7560,0.026154,7.341
S1,S1_inst_12.txt,algo1,1646450.0,1646450.0,0.0,0.0,7110,0.021467,7.341
S1,S1_inst_12.txt,algo2,1646450.0,1646450.0,0.0,0.0,8640,0.543635,7.341
S1,S1_inst_12.txt,algo3,1646450.0,1646450.0,0.0,0.0,7110,10.014794,7.341
S1,S1_inst_12.txt,algo4,1646450.0,1646450.0,0.0,0.0,7110,0.036214,7.341
S1,S1_inst_12.txt,algo5,1646450.0,1646450.0,0.0,0.0,8460,0.055494,7.341
S1,S1_inst_12.txt,algo_union,1646450.0,1646450.0,0.0,0.0,7110,0.129604,7.341
S1,S1_inst_12.txt,algo_union_170,1646450.0,1646450.0,0.0,0.0,7110,0.142190,7.341
S1,S1_inst_13.txt,algo_naive,1916262.0,1916262.0,0.0,0.0,7290,0.024206,8.106
S1,S1_inst_13.txt,algo1,1916262.0,1916262.0,0.0,0.0,6930,0.024266,8.106
S1,S1_inst_13.txt,algo2,1916262.0,1916262.0,0.0,0.0,8820,0.507445,8.106
S1,S1_inst_13.txt,algo3,1916262.0,1916262.0,0.0,0.0,6930,10.016150,8.106
S1,S1_inst_13.txt,algo4,1916262.0,1916262.0,0.0,0.0,6930,0.044248,8.106
S1,S1_inst_13.txt,algo5,1916262.0,1916262.0,0.0,0.0,8640,0.081724,8.106
S1,S1_inst_13.txt,algo_union,1916262.0,1916262.0,0.0,0.0,6930,0.142339,8.106
S1,S1_inst_13.txt,algo_union_170,1916262.0,1916262.0,0.0,0.0,6930,0.181954,8.106
S1,S1_inst_14.txt,algo_naive,1800714.0,1800714.0,0.0,0.0,7200,0.026533,6.874
S1,S1_inst_14.txt,algo1,1800714.0,1800714.0,0.0,0.0,6930,0.021854,6.874
S1,S1_inst_14.txt,algo2,1800714.0,1800714.0,0.0,0.0,8910,0.498420,6.874
S1,S1_inst_14.txt,algo3,1800714.0,1800714.0,0.0,0.0,6930,10.012576,6.874
S1,S1_inst_14.txt,algo4,1800714.0,1800714.0,0.0,0.0,6930,9.963075,6.874
S1,S1_inst_14.txt,algo5,1800714.0,1800714.0,0.0,0.0,8370,0.092618,6.874
S1,S1_inst_14.txt,algo_union,1800714.0,1800714.0,0.0,0.0,6930,9.959446,6.874
S1,S1_inst_14.txt,algo_union_170,1800714.0,1800714.0,0.0,0.0,6930,18.944161,6.874
S1,S1_inst_15.txt,algo_naive,1665629.0,1665629.0,0.0,0.0,7290,0.024594,7.914
S1,S1_inst_15.txt,algo1,1665629.0,1665629.0,0.0,0.0,7020,0.021443,7.914
S1,S1_inst_15.txt,algo2,1665629.0,1665629.0,0.0,0.0,8820,0.516989,7.914
S1,S1_inst_15.txt,algo3,1665629.0,1665629.0,0.0,0.0,7020,10.018893,7.914
S1,S1_inst_15.txt,algo4,1665629.0,1665629.0,0.0,0.0,7020,0.042066,7.914
S1,S1_inst_15.txt,algo5,1665629.0,1665629.0,0.0,0.0,8730,0.126246,7.914
S1,S1_inst_15.txt,algo_union,1665629.0,1665629.0,0.0,0.0,7020,0.227580,7.914
S1,S1_inst_15.txt,algo_union_170,1665629.0,1665629.0,0.0,0.0,7020,0.260869,7.914
S1,S1_inst_16.txt,algo_naive,1538670.0,1538670.0,0.0,0.0,7830,0.024630,7.227
S1,S1_inst_16.txt,algo1,1538670.0,1538670.0,0.0,0.0,7470,0.024928,7.227
S1,S1_inst_16.txt,algo2,1538670.0,1538670.0,0.0,0.0,8640,0.579304,7.227
S1,S1_inst_16.txt,algo3,1538670.0,1538670.0,0.0,0.0,7470,10.016969,7.227
S1,S1_inst_16.txt,algo4,1538670.0,1538670.0,0.0,0.0,7470,9.965165,7.227
S1,S1_inst_16.txt,algo5,1538670.0,1538670.0,0.0,0.0,8460,0.191522,7.227
S1,S1_inst_16.txt,algo_union,1538670.0,1538670.0,0.0,0.0,7470,9.969827,7.227
S1,S1_inst_16.txt,algo_union_170,1538670.0,1538670.0,0.0,0.0,7470,18.688825,7.227
S1,S1_inst_17.txt,algo_naive,2030859.0,2030859.0,0.0,0.0,7920,0.025686,6.329
S1,S1_inst_17.txt,algo1,2030859.0,2030859.0,0.0,0.0,7380,0.021914,6.329
S1,S1_inst_17.txt,algo2,2030859.0,2030859.0,0.0,0.0,8820,0.627667,6.329
S1,S1_inst_17.txt,algo3,2030859.0,2030859.0,0.0,0.0,7380,10.033010,6.329
S1,S1_inst_17.txt,algo4,2030859.0,2030859.0,0.0,0.0,7380,9.963011,6.329
S1,S1_inst_17.txt,algo5,2030859.0,2030859.0,0.0,0.0,8370,0.125348,6.329
S1,S1_inst_17.txt,algo_union,2030859.0,2030859.0,0.0,0.0,7380,9.970872,6.329
S1,S1_inst_17.txt,algo_union_170,2030859.0,2030859.0,0.0,0.0,7380,17.279485,6.329
S1,S1_inst_18.txt,algo_naive,1658624.0,1658624.0,0.0,0.0,8100,0.026121,7.194
S1,S1_inst_18.txt,algo1,1658624.0,1658624.0,0.0,0.0,7740,0.022669,7.194
S1,S1_inst_18.txt,algo2,1658624.0,1658624.0,0.0,0.0,9000,0.518613,7.194
S1,S1_inst_18.txt,algo3,1658624.0,1658624.0,0.0,0.0,7740,10.023756,7.194
S1,S1_inst_18.txt,algo4,1658624.0,1658624.0,0.0,0.0,7740,0.055974,7.194
S1,S1_inst_18.txt,algo5,1658624.0,1658624.0,0.0,0.0,8640,0.056943,7.194
S1,S1_inst_18.txt,algo_union,1658624.0,1658624.0,0.0,0.0,7740,0.183055,7.194
S1,S1_inst_18.txt,algo_union_170,1658624.0,1658624.0,0.0,0.0,7740,0.117862,7.194
S1,S1_inst_19.txt,algo_naive,2086238.0,2086238.0,0.0,0.0,7650,0.028754,7.105
S1,S1_inst_19.txt,algo1,2086238.0,2086238.0,0.0,0.0,7470,0.022173,7.105
S1,S1_inst_19.txt,algo2,2086238.0,2086238.0,0.0,0.0,9000,0.522215,7.105
S1,S1_inst_19.txt,algo3,2086238.0,2086238.0,0.0,0.0,7470,10.017440,7.105
S1,S1_inst_19.txt,algo4,2086238.0,2086238.0,0.0,0.0,7470,0.044688,7.105
S1,S1_inst_19.txt,algo5,2086238.0,2086238.0,0.0,0.0,8910,0.175872,7.105
S1,S1_inst_19.txt,algo_union,2086238.0,2086238.0,0.0,0.0,7470,0.338955,7.105
S1,S1_inst_19.txt,algo_union_170,2086238.0,2086238.0,0.0,0.0,7470,0.230206,7.105
S1,S1_inst_20.txt,algo_naive,2121967.0,2121967.0,0.0,0.0,7920,0.025864,7.752
S1,S1_inst_20.txt,algo1,2121967.0,2121967.0,0.0,0.0,7650,0.022993,7.752
S1,S1_inst_20.txt,algo2,2121967.0,2121967.0,0.0,0.0,8910,0.499073,7.752
S1,S1_inst_20.txt,algo3,2121967.0,2121967.0,0.0,0.0,7650,10.025191,7.752
S1,S1_inst_20.txt,algo4,2121967.0,2121967.0,0.0,0.0,7650,0.037415,7.752
S1,S1_inst_20.txt,algo5,2121967.0,2121967.0,0.0,0.0,8820,0.161811,7.752
S1,S1_inst_20.txt,algo_union,2121967.0,2121967.0,0.0,0.0,7650,0.268385,7.752
S1,S1_inst_20.txt,algo_union_170,2121967.0,2121967.0,0.0,0.0,7650,0.182711,7.752
S1,S1_inst_21.txt,algo_naive,1776933.0,1776933.0,0.0,0.0,7830,0.025837,8.137
S1,S1_inst_21.txt,algo1,1776933.0,1776933.0,0.0,0.0,7380,0.022229,8.137
S1,S1_inst_21.txt,algo2,1776933.0,1776933.0,0.0,0.0,8910,0.559837,8.137
S1,S1_inst_21.txt,algo3,1776933.0,1776933.0,0.0,0.0,7380,10.014844,8.137
S1,S1_inst_21.txt,algo4,1776933.0,1776933.0,0.0,0.0,7380,0.038477,8.137
S1,S1_inst_21.txt,algo5,1776933.0,1776933.0,0.0,0.0,8370,0.090222,8.137
S1,S1_inst_21.txt,algo_union,1776933.0,1776933.0,0.0,0.0,7380,0.164714,8.137
S1,S1_inst_21.txt,algo_union_170,1776933.0,1776933.0,0.0,0.0,7380,0.120000,8.137
S1,S1_inst_22.txt,algo_naive,1913457.0,1913457.0,0.0,0.0,8190,0.026017,8.040
S1,S1_inst_22.txt,algo1,1913457.0,1913457.0,0.0,0.0,7920,0.022820,8.040
S1,S1_inst_22.txt,algo2,1913457.0,1913457.0,0.0,0.0,8910,0.468517,8.040
S1,S1_inst_22.txt,algo3,1913457.0,1913457.0,0.0,0.0,7920,10.015580,8.040
S1,S1_inst_22.txt,algo4,1913457.0,1913457.0,0.0,0.0,7920,0.050911,8.040
S1,S1_inst_22.txt,algo5,1913457.0,1913457.0,0.0,0.0,8820,0.150159,8.040
S1,S1_inst_22.txt,algo_union,1913457.0,1913457.0,0.0,0.0,7920,0.294266,8.040
S1,S1_inst_22.txt,algo_union_170,1913457.0,1913457.0,0.0,0.0,7920,0.206874,8.040
S1,S1_inst_23.txt,algo_naive,2295943.0,2295943.0,0.0,0.0,6840,0.023842,5.990
S1,S1_inst_23.txt,algo1,2295943.0,2295943.0,0.0,0.0,6750,0.020759,5.990
S1,S1_inst_23.txt,algo2,2295943.0,2295943.0,0.0,0.0,8910,0.674461,5.990
S1,S1_inst_23.txt,algo3,2295943.0,2295943.0,0.0,0.0,6750,10.019716,5.990
S1,S1_inst_23.txt,algo4,2295943.0,2295943.0,0.0,0.0,6750,0.040763,5.990
S1,S1_inst_23.txt,algo5,2295943.0,2295943.0,0.0,0.0,8010,0.060865,5.990
S1,S1_inst_23.txt,algo_union,2295943.0,2295943.0,0.0,0.0,6750,0.178877,5.990
S1,S1_inst_23.txt,algo_union_170,2295943.0,2295943.0,0.0,0.0,6750,0.110247,5.990
S1,S1_inst_24.txt,algo_naive,1768015.0,1768015.0,0.0,0.0,7200,0.026617,8.235
S1,S1_inst_24.txt,algo1,1768015.0,1768015.0,0.0,0.0,7290,0.021856,8.235
S1,S1_inst_24.txt,algo2,1768015.0,1768015.0,0.0,0.0,8820,0.487394,8.235
S1,S1_inst_24.txt,algo3,1768015.0,1768015.0,0.0,0.0,7290,10.017813,8.235
S1,S1_inst_24.txt,algo4,1768015.0,1768015.0,0.0,0.0,7290,0.050629,8.235
S1,S1_inst_24.txt,algo5,1768015.0,1768015.0,0.0,0.0,8640,0.107886,8.235
S1,S1_inst_24.txt,algo_union,1768015.0,1768015.0,0.0,0.0,7290,0.288672,8.235
S1,S1_inst_24.txt,algo_union_170,1768015.0,1768015.0,0.0,0.0,7290,0.199575,8.235
S1,S1_inst_25.txt,algo_naive,2078029.0,2078029.0,0.0,0.0,7290,0.028261,7.456
S1,S1_inst_25.txt,algo1,2078029.0,2078029.0,0.0,0.0,7290,0.024725,7.456
S1,S1_inst_25.txt,algo2,2078029.0,2078029.0,0.0,0.0,8910,0.598199,7.456
S1,S1_inst_25.txt,algo3,2078029.0,2078029.0,0.0,0.0,7290,10.014786,7.456
S1,S1_inst_25.txt,algo4,2078029.0,2078029.0,0.0,0.0,7290,0.048477,7.456
S1,S1_inst_25.txt,algo5,2078029.0,2078029.0,0.0,0.0,8550,0.089374,7.456
S1,S1_inst_25.txt,algo_union,2078029.0,2078029.0,0.0,0.0,7290,0.230924,7.456
S1,S1_inst_25.txt,algo_union_170,2078029.0,2078029.0,0.0,0.0,7290,0.144243,7.456
S1,S1_inst_26.txt,algo_naive,1865771.0,1865771.0,0.0,0.0,8010,0.030562,7.166
S1,S1_inst_26.txt,algo1,1865771.0,1865771.0,0.0,0.0,7650,0.025711,7.166
S1,S1_inst_26.txt,algo2,1865771.0,1865771.0,0.0,0.0,9000,0.420688,7.166
S1,S1_inst_26.txt,algo3,1865771.0,1865771.0,0.0,0.0,7650,10.024561,7.166
S1,S1_inst_26.txt,algo4,1865771.0,1865771.0,0.0,0.0,7650,0.040064,7.166
S1,S1_inst_26.txt,algo5,1865771.0,1865771.0,0.0,0.0,8730,0.100991,7.166
S1,S1_inst_26.txt,algo_union,1865771.0,1865771.0,0.0,0.0,7650,0.278363,7.166
S1,S1_inst_26.txt,algo_union_170,1865771.0,1865771.0,0.0,0.0,7650,0.189123,7.166
S1,S1_inst_27.txt,algo_naive,1947130.0,1947130.0,0.0,0.0,7830,0.029991,6.331
S1,S1_inst_27.txt,algo1,1947130.0,1947130.0,0.0,0.0,7380,0.021835,6.331
S1,S1_inst_27.txt,algo2,1947130.0,1947130.0,0.0,0.0,8910,0.583343,6.331
S1,S1_inst_27.txt,algo3,1947130.0,1947130.0,0.0,0.0,7380,10.022953,6.331
S1,S1_inst_27.txt,algo4,1947130.0,1947130.0,0.0,0.0,7380,9.965272,6.331
S1,S1_inst_27.txt,algo5,1947130.0,1947130.0,0.0,0.0,8370,0.092363,6.331
S1,S1_inst_27.txt,algo_union,1947130.0,1947130.0,0.0,0.0,7380,9.964763,6.331
S1,S1_inst_27.txt,algo_union_170,1947130.0,1947130.0,0.0,0.0,7380,24.312134,6.331
S1,S1_inst_28.txt,algo_naive,2080865.0,2080865.0,0.0,0.0,7380,0.026915,7.640
S1,S1_inst_28.txt,algo1,2080865.0,2080865.0,0.0,0.0,7200,0.021676,7.640
S1,S1_inst_28.txt,algo2,2080865.0,2080865.0,0.0,0.0,8730,0.432805,7.640
S1,S1_inst_28.txt,algo3,2080865.0,2080865.0,0.0,0.0,7200,10.012874,7.640
S1,S1_inst_28.txt,algo4,2080865.0,2080865.0,0.0,0.0,7200,9.970326,7.640
S1,S1_inst_28.txt,algo5,2080865.0,2080865.0,0.0,0.0,8010,0.175982,7.640
S1,S1_inst_28.txt,algo_union,2080865.0,2080865.0,0.0,0.0,7200,9.959848,7.640
S1,S1_inst_28.txt,algo_union_170,2080865.0,2080865.0,0.0,0.0,7200,19.847164,7.640
S1,S1_inst_29.txt,algo_naive,2135355.0,2135355.0,0.0,0.0,7560,0.026516,6.687
S1,S1_inst_29.txt,algo1,2135355.0,2135355.0,0.0,0.0,7020,0.021679,6.687
S1,S1_inst_29.txt,algo2,2135355.0,2135355.0,0.0,0.0,9000,0.520737,6.687
S1,S1_inst_29.txt,algo3,2135355.0,2135355.0,0.0,0.0,7020,10.015351,6.687
S1,S1_inst_29.txt,algo4,2135355.0,2135355.0,0.0,0.0,7020,0.043453,6.687
S1,S1_inst_29.txt,algo5,2135355.0,2135355.0,0.0,0.0,8640,0.126855,6.687
S1,S1_inst_29.txt,algo_union,2135355.0,2135355.0,0.0,0.0,7020,0.243775,6.687
S1,S1_inst_29.txt,algo_union_170,2135355.0,2135355.0,0.0,0.0,7020,0.265408,6.687
S1,S1_inst_30.txt,algo_naive,2293822.0,2293822.0,0.0,0.0,8190,0.026251,4.277
S1,S1_inst_30.txt,algo1,2293822.0,2293822.0,0.0,0.0,7920,0.027300,4.277
S1,S1_inst_30.txt,algo2,2293822.0,2293822.0,0.0,0.0,8820,0.779562,4.277
S1,S1_inst_30.txt,algo3,2293822.0,2293822.0,0.0,0.0,7920,10.017385,4.277
S1,S1_inst_30.txt,algo4,2293822.0,2293822.0,0.0,0.0,7920,9.969191,4.277
S1,S1_inst_30.txt,algo5,2293822.0,2293822.0,0.0,0.0,8640,0.070497,4.277
S1,S1_inst_30.txt,algo_union,2293822.0,2293822.0,0.0,0.0,7920,9.960944,4.277
S1,S1_inst_30.txt,algo_union_170,2293822.0,2293822.0,0.0,0.0,7920,22.961528,4.277
S3,S3_inst_01.txt,algo_naive,616066.0,616066.0,0.0,0.0,2610,0.014491,0.303
S3,S3_inst_01.txt,algo1,616066.0,616066.0,0.0,0.0,2970,0.311190,0.303
S3,S3_inst_01.txt,algo2,616066.0,616066.0,0.0,0.0,2970,0.154468,0.303
S3,S3_inst_01.txt,algo3,616066.0,616066.0,0.0,0.0,2700,10.027336,0.303
S3,S3_inst_01.txt,algo4,616066.0,616066.0,0.0,0.0,2700,0.044986,0.303
S3,S3_inst_01.txt,algo5,616066.0,616066.0,0.0,0.0,2970,0.119299,0.303
S3,S3_inst_01.txt,algo_union,616066.0,616066.0,0.0,0.0,2700,0.254392,0.303
S3,S3_inst_01.txt,algo_union_170,616066.0,616066.0,0.0,0.0,2700,0.258189,0.303
S3,S3_inst_02.txt,algo_naive,539819.0,539819.0,0.0,0.0,2430,0.018890,0.307
S3,S3_inst_02.txt,algo1,539819.0,539819.0,0.0,0.0,2880,0.317531,0.307
S3,S3_inst_02.txt,algo2,539819.0,539819.0,0.0,0.0,2880,0.172008,0.307
S3,S3_inst_02.txt,algo3,539819.0,539819.0,0.0,0.0,2430,10.016169,0.307
S3,S3_inst_02.txt,algo4,539819.0,539819.0,0.0,0.0,2430,0.031668,0.307
S3,S3_inst_02.txt,algo5,539819.0,486923.0,52896.0,3.26628,2700,0.100151,0.307
S3,S3_inst_02.txt,algo_union,539819.0,539819.0,0.0,0.0,2430,0.216101,0.307
S3,S3_inst_02.txt,algo_union_170,539819.0,539819.0,0.0,0.0,2430,0.131762,0.307
S3,S3_inst_03.txt,algo_naive,515235.0,515235.0,0.0,0.0,2430,0.014702,0.456
S3,S3_inst_03.txt,algo1,515235.0,515235.0,0.0,0.0,2970,0.463330,0.456
S3,S3_inst_03.txt,algo2,515235.0,515235.0,0.0,0.0,2970,0.158231,0.456
S3,S3_inst_03.txt,algo3,515235.0,515235.0,0.0,0.0,2430,10.013945,0.456
S3,S3_inst_03.txt,algo4,515235.0,515235.0,0.0,0.0,2430,0.047022,0.456
S3,S3_inst_03.txt,algo5,515235.0,515235.0,0.0,0.0,2790,0.083049,0.456
S3,S3_inst_03.txt,algo_union,515235.0,515235.0,0.0,0.0,2430,0.184714,0.456
S3,S3_inst_03.txt,algo_union_170,515235.0,515235.0,0.0,0.0,2430,0.179983,0.456
S3,S3_inst_04.txt,algo_naive,462023.0,462023.0,0.0,0.0,2700,0.015021,0.326
S3,S3_inst_04.txt,algo1,462023.0,462023.0,0.0,0.0,2970,0.346595,0.326
S3,S3_inst_04.txt,algo2,462023.0,462023.0,0.0,0.0,2970,0.157086,0.326
S3,S3_inst_04.txt,algo3,462023.0,462023.0,0.0,0.0,2700,10.017737,0.326
S3,S3_inst_04.txt,algo4,462023.0,462023.0,0.0,0.0,2700,0.027851,0.326
S3,S3_inst_04.txt,algo5,462023.0,462023.0,0.0,0.0,2880,0.122927,0.326
S3,S3_inst_04.txt,algo_union,462023.0,462023.0,0.0,0.0,2700,0.251359,0.326
S3,S3_inst_04.txt,algo_union_170,462023.0,462023.0,0.0,0.0,2700,0.243360,0.326
S3,S3_inst_05.txt,algo_naive,490314.0,490314.0,0.0,0.0,2520,0.014888,0.382
S3,S3_inst_05.txt,algo1,490314.0,490314.0,0.0,0.0,2970,0.393887,0.382
